
[00:00:00.000 --> 00:00:29.980]   . . . .
[01:21:25.040 --> 01:21:29.340]   Because of persecution, judgment of men, right?
[01:21:29.800 --> 01:21:36.880]   And so they take the blessing of God, the gospel, and they begin to go, basically obeying God's
[01:21:36.880 --> 01:21:41.940]   mandate, to go and be fruitful, multiply, and fill the land, but now they're doing it in
[01:21:41.940 --> 01:21:43.360]   the Spirit, right?
[01:21:43.360 --> 01:21:44.080]   With the gospel.
[01:21:44.080 --> 01:21:50.560]   So this scene, if you read this, and you read the Pentecost, you can see the parallel between
[01:21:50.560 --> 01:21:52.400]   what's happening here, okay?
[01:21:52.400 --> 01:21:57.660]   So all of this that happened, the man was scattered, right?
[01:21:57.660 --> 01:21:58.880]   And they were divided for a reason.
[01:21:59.020 --> 01:22:02.820]   So if you look at all mankind, right?
[01:22:02.820 --> 01:22:09.420]   Christian, non-Christian alike, atheists, theists alike, one of the goals of humanity is what?
[01:22:09.420 --> 01:22:15.000]   Think about it.
[01:22:15.000 --> 01:22:18.100]   What is a universal goal of humanity?
[01:22:18.100 --> 01:22:25.840]   Oh, man, you've been studying.
[01:22:25.840 --> 01:22:26.300]   Okay.
[01:22:26.300 --> 01:22:28.820]   World peace, right?
[01:22:28.820 --> 01:22:34.600]   I mean, you could be a Christian, atheist, whatever nation you're from, you say world
[01:22:34.600 --> 01:22:35.080]   peace.
[01:22:35.080 --> 01:22:39.840]   It's just that how do we attain world peace is going to be different, right?
[01:22:39.840 --> 01:22:44.780]   But world peace is like you could, universities say you want to be together, we want to be
[01:22:44.780 --> 01:22:46.620]   one, there's no fighting, there's no war.
[01:22:46.620 --> 01:22:49.280]   They want to create heaven on earth, right?
[01:22:49.780 --> 01:22:54.000]   See, if you look at the Bible, they're gathered together, they're united, they're speaking the
[01:22:54.000 --> 01:22:54.560]   same language.
[01:22:54.560 --> 01:22:57.560]   But what do they do with their unity, right?
[01:22:57.560 --> 01:22:58.840]   They rebel against God.
[01:22:58.840 --> 01:23:03.400]   Unity without God leads to rebellion, right?
[01:23:04.240 --> 01:23:05.800]   You can't have world peace.
[01:23:05.800 --> 01:23:09.660]   Just because people are together are not fighting, right?
[01:23:09.660 --> 01:23:12.160]   Because God scattered deliberately.
[01:23:12.160 --> 01:23:16.380]   And he didn't look at these people gathering together and say, oh, look at them getting along,
[01:23:16.380 --> 01:23:19.520]   speaking the same language, they're working together, they're building a huge tower.
[01:23:19.520 --> 01:23:21.360]   What a great society.
[01:23:21.360 --> 01:23:23.100]   He doesn't say that.
[01:23:23.100 --> 01:23:24.400]   Right?
[01:23:24.680 --> 01:23:27.260]   They go right back to their rebellion, right?
[01:23:27.260 --> 01:23:29.480]   They want to sit where God sits.
[01:23:29.480 --> 01:23:37.500]   And so if you think about humanity who's pursuing world peace without God, ultimately is rebellion
[01:23:37.500 --> 01:23:39.120]   against God, right?
[01:23:39.120 --> 01:23:43.620]   World peace can only be had when the king of peace is on his throne.
[01:23:43.620 --> 01:23:47.180]   And only then can there be war of peace, right?
[01:23:47.180 --> 01:23:53.640]   And everything else is human arrogance in rebellion against God, even if it's in the name of peace,
[01:23:53.640 --> 01:23:54.620]   right?
[01:23:55.480 --> 01:23:57.980]   And so you can see this clearly, right?
[01:23:57.980 --> 01:23:59.260]   You say, let us make man.
[01:23:59.260 --> 01:24:00.080]   Let us do this.
[01:24:00.080 --> 01:24:04.540]   And this happens, obviously, in a worldwide, in a national setting, but even with us.
[01:24:04.540 --> 01:24:13.420]   How much of what we pursue when we say peace and grace and love is ultimately for God or is it for us?
[01:24:13.420 --> 01:24:14.860]   Right?
[01:24:14.860 --> 01:24:20.900]   And a lot of times in the name of peace, we end up doing much more damage when Christ is not at the center.
[01:24:20.900 --> 01:24:23.160]   Peace can only come when God is king.
[01:24:24.200 --> 01:24:28.800]   When God is king over us, over the church, over us individually, right?
[01:24:28.800 --> 01:24:30.740]   You don't have peace just because you're not fighting.
[01:24:30.740 --> 01:24:34.440]   You don't have peace because everybody is together, right?
[01:24:34.440 --> 01:24:39.740]   You get a bunch of sinners together and try to be united, it's just a matter of time it blows up.
[01:24:40.740 --> 01:24:47.780]   That's a future sermon, not today, right?
[01:24:47.780 --> 01:24:51.020]   All right, so God's judgment is to divide.
[01:24:51.020 --> 01:24:55.200]   The Lord came down to see the city and the tower which the sons of men had built.
[01:24:55.320 --> 01:24:57.060]   The Lord said, behold, they are one people.
[01:24:57.060 --> 01:25:00.340]   They all have the same language and this is what they began to do.
[01:25:00.340 --> 01:25:03.900]   And now nothing which they purpose to do will be impossible for them.
[01:25:03.900 --> 01:25:11.780]   So if you think about this, on the surface, it may seem like God is jealous, right?
[01:25:12.140 --> 01:25:16.020]   Oh, and we don't want them to have what we have, only we can get the glory, right?
[01:25:16.020 --> 01:25:23.140]   But the problem that he is seeing here is not that they're united, it's what they're doing with their unity, right?
[01:25:23.140 --> 01:25:28.200]   It said, Lord, behold, they are one people and they have the same language and this is what they began to do.
[01:25:28.200 --> 01:25:29.060]   That's the problem.
[01:25:30.680 --> 01:25:37.540]   It wasn't because God is jealous or he's, you know, he's threatened by the unity of, oh, they're going to become like us.
[01:25:37.540 --> 01:25:41.940]   It's just that when they have the power with sin, what happens?
[01:25:41.940 --> 01:25:50.940]   The whole American government system is based on the gospel.
[01:25:50.940 --> 01:25:54.700]   All have sinned and fall short of the glory of God, right?
[01:25:54.700 --> 01:25:59.160]   Power corrupts, absolute power corrupts absolutely.
[01:26:00.000 --> 01:26:04.660]   And that's why you have three branches of government to keep accountability, right?
[01:26:04.660 --> 01:26:12.480]   Because it's based on the fact that when you give power to, too much power to one person, then it has a tendency to corrupt.
[01:26:12.480 --> 01:26:14.640]   That's why there's checks and balances, right?
[01:26:14.640 --> 01:26:16.920]   It's based on this system, right?
[01:26:16.920 --> 01:26:26.540]   All right, I don't want to go off, but this is one of those passages that people go, oh, didn't God scatter because he was, he was kind of concerned that he didn't want mankind to be like him.
[01:26:26.540 --> 01:26:28.800]   The purpose, the point of it was not the unity.
[01:26:28.800 --> 01:26:31.900]   But in fact, God always calls us to unity, right?
[01:26:31.900 --> 01:26:36.240]   But unity in Christ, not unity in humanity.
[01:26:36.240 --> 01:26:52.460]   So that's something that I think, especially in modern day where people get confused, where if we're Christians and we believe that Christ is king, unity, unity for the sake of unity is rebellion against God.
[01:26:52.900 --> 01:26:57.160]   You can only have unity with people where Christ is king, right?
[01:26:57.160 --> 01:26:59.840]   I hope that sinks in.
[01:26:59.840 --> 01:27:09.740]   I hope you understand what that means, that paradigm, because that, if you don't understand that paradigm, you get confused thinking that God's ultimate goal for mankind is everybody getting along.
[01:27:11.360 --> 01:27:12.360]   Everybody loving each other, right?
[01:27:12.360 --> 01:27:17.640]   Everybody loving each other, you know, there's no judgment, you know, just, would you believe this and I believe that?
[01:27:17.640 --> 01:27:19.320]   That's not biblical unity.
[01:27:19.320 --> 01:27:22.760]   Biblical unity is when Christ is king, right?
[01:27:22.820 --> 01:27:31.260]   So this, again, tells us about the spread.
[01:27:31.260 --> 01:27:41.900]   And then I just wanted to show you this because this is another version of what we saw earlier about the degradation of humanity, where Shem begins and he lives 600.
[01:27:42.060 --> 01:27:45.020]   And you can see each year goes by, they're living less and less.
[01:27:45.020 --> 01:27:48.140]   Now we get to the time of Abraham.
[01:27:48.140 --> 01:27:55.240]   For us, 175 years is still a lot, but now, drastically, the years that they're living is reduced.
[01:27:55.240 --> 01:27:59.700]   All right.
[01:28:00.020 --> 01:28:05.780]   So, for the next five minutes, I want to kind of see how much of this you've retained, okay?
[01:28:05.780 --> 01:28:12.020]   What was the main question that Moses was trying to answer in writing Genesis?
[01:28:12.020 --> 01:28:14.160]   Do you remember at the beginning?
[01:28:14.160 --> 01:28:19.500]   Why is Genesis written?
[01:28:19.500 --> 01:28:27.620]   Too much hot pot in me tonight.
[01:28:27.620 --> 01:28:35.480]   What went wrong, right?
[01:28:35.480 --> 01:28:38.980]   That's the central question that's being answered.
[01:28:38.980 --> 01:28:39.900]   What went wrong?
[01:28:39.900 --> 01:28:41.600]   Why is there so much fighting?
[01:28:41.600 --> 01:28:43.240]   Why do we have enemies?
[01:28:43.240 --> 01:28:46.620]   Why is there territorial, you know, why are we oppressed?
[01:28:46.620 --> 01:28:52.880]   And so Moses is basically preparing a nation of Israel to go battle the enemies, the Canaanites.
[01:28:52.880 --> 01:28:55.580]   Why are they our enemies, right?
[01:28:55.580 --> 01:28:57.120]   He's telling the history.
[01:28:57.500 --> 01:28:59.480]   So, it begins by chapter one.
[01:28:59.480 --> 01:29:01.580]   What was the point of chapter one?
[01:29:01.580 --> 01:29:04.540]   Other than information.
[01:29:04.540 --> 01:29:10.160]   There's a phrase that repeated over and over again.
[01:29:10.160 --> 01:29:12.820]   Huh?
[01:29:12.820 --> 01:29:16.100]   Say it louder.
[01:29:16.100 --> 01:29:17.640]   It was good.
[01:29:17.640 --> 01:29:18.840]   Right?
[01:29:18.840 --> 01:29:20.700]   That was the point that he was trying to make.
[01:29:20.700 --> 01:29:21.680]   Everything was made.
[01:29:21.680 --> 01:29:22.380]   It was good.
[01:29:23.020 --> 01:29:24.500]   And then he emphasizes with man.
[01:29:24.500 --> 01:29:25.780]   It was not good for him to be alone.
[01:29:25.780 --> 01:29:28.120]   And then makes Eve, right?
[01:29:28.120 --> 01:29:28.820]   Male and female.
[01:29:28.820 --> 01:29:30.200]   And then he keeps saying male and female.
[01:29:30.200 --> 01:29:31.040]   Male and female.
[01:29:31.040 --> 01:29:32.780]   He is complete when he's male and female.
[01:29:32.780 --> 01:29:33.600]   Right?
[01:29:33.600 --> 01:29:43.320]   That just, that, again, you have to, you have to understand from that period of time to say male and female and emphasizing male and female is paradigm shifting.
[01:29:43.320 --> 01:29:44.160]   Right?
[01:29:44.160 --> 01:29:48.780]   As much as people think that, oh, that's being oppressive because we don't have female leaders and all that.
[01:29:49.040 --> 01:30:02.120]   The Bible is, because if you live in a society where, if you live in a society where, if not influenced by scripture, whoever is more powerful dominates.
[01:30:02.120 --> 01:30:03.380]   Right?
[01:30:03.380 --> 01:30:14.160]   If you live in a sinful culture where there is no restriction and you play out, right, a sinful culture, whoever has the most power ends up dominating.
[01:30:14.540 --> 01:30:17.620]   And they suppress and violate the ones who don't.
[01:30:17.620 --> 01:30:25.080]   The only reason why women don't get dominated in Western Christian culture is because the scripture doesn't allow it.
[01:30:25.080 --> 01:30:26.580]   Right?
[01:30:26.580 --> 01:30:37.600]   So, this feminism idea of thinking that somehow Christianity oppresses women is complete the opposite of creation history.
[01:30:37.600 --> 01:30:39.460]   It's God who elevates.
[01:30:39.460 --> 01:30:40.960]   It's God who gives value.
[01:30:40.960 --> 01:30:41.760]   Right?
[01:30:41.760 --> 01:30:42.940]   Exactly the opposite.
[01:30:43.820 --> 01:30:46.100]   And so, he says everything was created that was good.
[01:30:46.100 --> 01:30:46.840]   Right?
[01:30:46.840 --> 01:30:50.860]   And then chapter two is humanity and gives the creation mandate.
[01:30:50.860 --> 01:30:53.180]   Describes what the Garden of Eden was like.
[01:30:53.180 --> 01:30:54.680]   This is what God intended in creation.
[01:30:54.680 --> 01:30:56.840]   And then chapter three is what?
[01:30:56.840 --> 01:31:00.180]   All of men, where everything turns bad.
[01:31:00.180 --> 01:31:00.940]   Right?
[01:31:00.940 --> 01:31:04.100]   And then the curse comes in, in chapter three.
[01:31:04.100 --> 01:31:05.880]   And then the result of the curse.
[01:31:05.880 --> 01:31:12.440]   So that men are going to have a hard time just working, you know, is going to produce thorns and thistles.
[01:31:12.600 --> 01:31:16.100]   And then this is where he says, at the end of all of your hardship, death comes.
[01:31:16.100 --> 01:31:20.580]   Women come in and they are created to be a suitable helper.
[01:31:20.580 --> 01:31:22.560]   But the contingent is going to be with the husband.
[01:31:22.560 --> 01:31:27.920]   She's created so that she can help be fruitful, multiply, but she's going to bear children in pain.
[01:31:27.920 --> 01:31:28.860]   Right?
[01:31:29.080 --> 01:31:34.940]   But in the midst of all of this, God makes a promise to see that the woman is going to come and crush the head of the serpent.
[01:31:34.940 --> 01:31:35.820]   Right?
[01:31:35.820 --> 01:31:41.580]   And then so now we begin to see, after he makes that promise, starting from chapter four, we see the lines.
[01:31:41.580 --> 01:31:42.680]   Right?
[01:31:42.680 --> 01:31:47.440]   We see the line of Abel and Adam and Eve.
[01:31:47.680 --> 01:31:51.320]   And Cain and Abel come out and their first fruit is what?
[01:31:51.320 --> 01:31:51.960]   It's a murderer.
[01:31:51.960 --> 01:31:52.880]   Right?
[01:31:52.880 --> 01:31:57.720]   And then so curse comes into Cain and his line.
[01:31:57.720 --> 01:32:01.120]   Cain and get pushed out further out from the Garden of Eden.
