
[00:00:00.000 --> 00:00:00.540]   Let's try.
[01:21:44.260 --> 01:21:45.260]   Okay?
[01:21:45.260 --> 01:21:46.260]   I think.
[01:21:46.260 --> 01:21:47.260]   And then you have Ham are African in that area.
[01:21:47.260 --> 01:21:48.260]   Okay?
[01:21:48.260 --> 01:21:49.260]   And then you have Shem.
[01:21:49.260 --> 01:21:50.260]   Do you know who his descendants are?
[01:21:50.260 --> 01:21:51.260]   Yes.
[01:21:51.260 --> 01:21:53.260]   Abraham's descendants come from that?
[01:21:53.260 --> 01:21:54.260]   The Middle Easterners.
[01:21:54.260 --> 01:21:55.260]   Okay?
[01:21:55.260 --> 01:21:56.260]   They come from that group.
[01:21:56.260 --> 01:21:57.260]   So I think Egypt comes into that group.
[01:21:57.260 --> 01:21:58.260]   Okay?
[01:21:58.260 --> 01:21:59.260]   I think.
[01:21:59.260 --> 01:22:00.260]   And then you have Ham.
[01:22:00.260 --> 01:22:07.260]   So there's only two left.
[01:22:07.260 --> 01:22:13.260]   So the Europeans and the Asians supposedly come from that line.
[01:22:13.260 --> 01:22:14.260]   Okay?
[01:22:14.260 --> 01:22:20.260]   So the reason why those three people are important is because if you trace it back, all of mankind
[01:22:20.260 --> 01:22:21.260]   comes to those three people.
[01:22:21.260 --> 01:22:22.260]   Okay?
[01:22:22.260 --> 01:22:25.260]   And then what happens after that?
[01:22:25.260 --> 01:22:26.260]   Okay.
[01:22:26.260 --> 01:22:28.260]   Chapter 11.
[01:22:28.260 --> 01:22:31.260]   The Tower of Babel.
[01:22:31.260 --> 01:22:33.260]   So basically the sin repeats itself.
[01:22:33.260 --> 01:22:34.260]   Right?
[01:22:34.260 --> 01:22:37.260]   So it goes from Adam and Eve's sin.
[01:22:37.260 --> 01:22:38.260]   There's murder.
[01:22:38.260 --> 01:22:39.260]   The numbers begin to grow.
[01:22:39.260 --> 01:22:40.260]   God becomes angry.
[01:22:40.260 --> 01:22:41.260]   Right?
[01:22:41.260 --> 01:22:42.260]   Judgment comes.
[01:22:42.260 --> 01:22:43.260]   Right?
[01:22:43.260 --> 01:22:44.260]   And they repopulate.
[01:22:44.260 --> 01:22:49.260]   But when he judges, he makes a promise that he's not going to judge the world through that
[01:22:49.260 --> 01:22:50.260]   again.
[01:22:50.260 --> 01:22:53.260]   But as soon as that happens, Ham and Jeff, sin happens.
[01:22:53.260 --> 01:22:54.260]   Right?
[01:22:54.260 --> 01:22:57.260]   Soon as the covenant is made, sin comes in.
[01:22:57.260 --> 01:22:59.260]   And then you see the result of that.
[01:22:59.260 --> 01:23:03.260]   And then as their descendants grow, in chapter 10, they sin again.
[01:23:03.260 --> 01:23:04.260]   Right?
[01:23:04.260 --> 01:23:09.260]   So this is a, again, so chapter 1 through 11 is showing us the pattern of sin.
[01:23:09.260 --> 01:23:16.260]   This is like a desperate situation of mankind until chapter 12 comes when God says that this
[01:23:16.260 --> 01:23:18.260]   is going to be his plan to save mankind.
[01:23:18.260 --> 01:23:23.260]   And then he begins to, we begin to see a more direct line for the coming of Christ.
[01:23:23.260 --> 01:23:24.260]   Okay?
[01:23:24.260 --> 01:23:30.260]   So that's why the chapter, first 11 chapters is important because first 11 chapters is the
[01:23:30.260 --> 01:23:37.260]   general history of mankind and then chapter 12 and on is a specific history of Abraham.
[01:23:37.260 --> 01:23:38.260]   Okay?
[01:23:38.260 --> 01:23:41.260]   So that's kind of like a broad overview.
[01:23:41.260 --> 01:23:43.260]   Major themes here.
[01:23:43.260 --> 01:23:46.260]   God as creator, obviously.
[01:23:46.260 --> 01:23:48.260]   Man's creation mandate.
[01:23:48.260 --> 01:23:49.260]   Right?
[01:23:49.260 --> 01:23:50.260]   Why did God create us?
[01:23:50.260 --> 01:23:53.260]   Sin as its consequence.
[01:23:53.260 --> 01:23:56.260]   Satanic work in challenging God's creation.
[01:23:56.260 --> 01:24:01.260]   This is something that typically you kind of hear in the charismatic circle, but satanic
[01:24:01.260 --> 01:24:03.260]   work is constant.
[01:24:03.260 --> 01:24:06.260]   Just as there's a redemptive history.
[01:24:06.260 --> 01:24:10.260]   In fact, I mentioned this before, but Dr. Harris in his book, Darkness and the Glory, there's
[01:24:10.260 --> 01:24:14.260]   a chapter in there where he chronicles the Antichrist work.
[01:24:14.260 --> 01:24:19.260]   So we think of Antichrist as at the book of Revelation, but he chronicles the Antichrist
[01:24:19.260 --> 01:24:21.260]   work all through redemptive history.
[01:24:21.260 --> 01:24:22.260]   Right?
[01:24:22.260 --> 01:24:29.260]   So we're not going to cover all of that, but the Genesis of that is also here in Genesis.
[01:24:29.260 --> 01:24:30.260]   Okay?
[01:24:30.260 --> 01:24:32.260]   Ramification of sin in the history of mankind.
[01:24:32.260 --> 01:24:36.260]   How it's affecting family, relationship, nations.
[01:24:36.260 --> 01:24:39.260]   God's plan of redemption through the seed of the woman.
[01:24:39.260 --> 01:24:42.260]   Foreshadowing of God's judgment of mankind through the flood.
[01:24:42.260 --> 01:24:45.260]   God's plan of redemption through Abraham and the nation of Israel.
[01:24:45.260 --> 01:24:46.260]   Israel.
[01:24:46.260 --> 01:24:47.260]   Okay?
[01:24:47.260 --> 01:24:48.260]   Because that's where we're going to stop.
[01:24:48.260 --> 01:24:49.260]   Okay?
[01:24:49.260 --> 01:24:55.260]   I'm not going to go over the details of the outline, but this is the outline that we're
[01:24:55.260 --> 01:24:58.260]   going to be using for the next 10 weeks.
[01:24:58.260 --> 01:25:00.260]   Today's the introduction.
[01:25:00.260 --> 01:25:04.260]   This is going to be sent out to you so you don't have to record it.
[01:25:04.260 --> 01:25:05.260]   Okay?
[01:25:05.260 --> 01:25:09.260]   But next week we're going to be covering from chapter 1 to chapter 2 verse 3.
[01:25:09.260 --> 01:25:11.260]   Mainly about God's creation.
[01:25:11.260 --> 01:25:12.260]   Okay?
[01:25:12.260 --> 01:25:15.260]   And then we're just going to follow this until we get to chapter 10.
[01:25:15.260 --> 01:25:16.260]   Okay?
[01:25:16.260 --> 01:25:21.260]   So this session is 10 weeks in case you didn't know.
[01:25:21.260 --> 01:25:22.260]   Okay?
[01:25:22.260 --> 01:25:28.260]   Again, this is going to be emailed to you so you don't have to, you don't have to jot down
[01:25:28.260 --> 01:25:29.260]   everything.
[01:25:29.260 --> 01:25:32.260]   All right.
[01:25:32.260 --> 01:25:33.260]   So this is for next week.
[01:25:33.260 --> 01:25:37.260]   So today we're going to be a little bit, cut it a little bit shorter.
[01:25:37.260 --> 01:25:38.260]   All right.
[01:25:38.260 --> 01:25:43.260]   So, again, this is going to be sent to you from now on whenever we do Bible study because,
[01:25:43.260 --> 01:25:47.260]   especially in this area, I want to try to give you some direction.
[01:25:47.260 --> 01:25:52.260]   And when we get to the larger narratives, obviously the questions aren't going to be as detailed
[01:25:52.260 --> 01:25:53.260]   as this.
[01:25:53.260 --> 01:25:57.540]   I'm just going to kind of guide you to make sure that you are hitting the main points that
[01:25:57.540 --> 01:25:58.540]   are happening.
[01:25:58.540 --> 01:26:03.260]   But like I said, the first three chapters of Genesis, we could probably spend the next 10
[01:26:03.260 --> 01:26:05.260]   weeks just going through details.
[01:26:05.260 --> 01:26:06.260]   Right?
[01:26:06.260 --> 01:26:07.260]   Every word counts.
[01:26:07.260 --> 01:26:09.260]   Every order counts.
[01:26:09.260 --> 01:26:14.740]   So let me just go over quickly some of the things that you need to pay attention to as you
[01:26:14.740 --> 01:26:17.200]   are studying chapter one for next week.
[01:26:17.200 --> 01:26:21.900]   What does it mean in verse two, when it says the earth was formless and void?
[01:26:21.900 --> 01:26:24.020]   When was the earth formless and void?
[01:26:24.020 --> 01:26:25.020]   Okay.
[01:26:25.020 --> 01:26:30.060]   If you don't understand the question, you probably have to look at the text, right?
[01:26:30.060 --> 01:26:34.780]   When does first day begin and when does it say it was formless and void?
[01:26:34.780 --> 01:26:35.780]   Okay.
[01:26:35.780 --> 01:26:40.820]   So just whether you can answer it or not, at least know what the questions are.
[01:26:40.820 --> 01:26:47.060]   Number two, make a detailed list of what was created on each day of creation, right?
[01:26:47.060 --> 01:26:51.820]   And I know sometimes the language is a little bit hard to follow, but do your best to kind
[01:26:51.820 --> 01:26:56.280]   of separate the days and exactly in what sequence did God do what?
[01:26:56.280 --> 01:26:57.280]   Okay?
[01:26:57.280 --> 01:27:03.220]   That you're going to see the word water mentioned multiple times, but the water that's mentioned
[01:27:03.220 --> 01:27:05.100]   in different days are not the same water.
[01:27:05.100 --> 01:27:06.100]   water, right?
[01:27:06.100 --> 01:27:07.100]   So pay attention to that.
[01:27:07.100 --> 01:27:12.100]   So make sure you make a sequence of each of the days and when the certain words are repeated,
[01:27:12.100 --> 01:27:16.100]   you don't just assume it's the same description, right?
[01:27:16.100 --> 01:27:19.560]   Water in one verse is not referring to the same thing in another verse.
[01:27:19.560 --> 01:27:20.560]   Okay?
[01:27:20.560 --> 01:27:21.560]   Okay?
[01:27:21.560 --> 01:27:24.560]   And that's also true of the word day.
[01:27:24.560 --> 01:27:25.560]   Okay?
[01:27:25.560 --> 01:27:28.260]   Like, is it a 24-hour day?
[01:27:28.260 --> 01:27:30.500]   I want you to look carefully.
[01:27:30.500 --> 01:27:34.380]   Not all the words for day is in reference to 24 hours.
[01:27:34.380 --> 01:27:36.620]   So I want you to take a look at it, right?
[01:27:36.620 --> 01:27:40.100]   So when the, it's the same Hebrew word.
[01:27:40.100 --> 01:27:43.100]   But look at the, look at it in the context carefully.
[01:27:43.100 --> 01:27:44.100]   Okay?
[01:27:44.100 --> 01:27:47.100]   Is it going over your head?
[01:27:47.100 --> 01:27:48.100]   That's not here.
[01:27:48.100 --> 01:27:50.100]   So I'm just giving you a hint.
[01:27:50.100 --> 01:27:51.100]   Okay?
[01:27:51.100 --> 01:27:54.100]   Take note of the repeated phrases in this chapter.
[01:27:54.100 --> 01:27:56.100]   There's a lot of repeated phrases.
[01:27:56.100 --> 01:27:57.100]   Okay?
[01:27:57.100 --> 01:27:58.100]   Take note of it.
[01:27:58.100 --> 01:28:01.100]   And don't just assume because it's repeated it's the same thing.
[01:28:01.100 --> 01:28:03.100]   Always understand it within the context.
[01:28:03.100 --> 01:28:08.100]   What do these repeated phrases teach us about who, what, why, when of creation account?
[01:28:08.100 --> 01:28:09.100]   Okay?
[01:28:09.100 --> 01:28:15.100]   And then, how is the creation structured in terms of days one to three and four to six?
[01:28:15.100 --> 01:28:18.100]   So see if you can catch that.
[01:28:18.100 --> 01:28:20.100]   What is the distinction?
[01:28:20.100 --> 01:28:24.100]   What is different between the way these two sections are described?
[01:28:24.100 --> 01:28:25.100]   Okay?
[01:28:25.100 --> 01:28:30.100]   What does it mean when God says it is good?
[01:28:30.100 --> 01:28:34.100]   Is it good aesthetically, morally, spiritually, or all of the above?
[01:28:34.100 --> 01:28:36.100]   What does He mean by that?
[01:28:36.100 --> 01:28:39.100]   Don't just assume and say, oh good, what I think good means.
[01:28:39.100 --> 01:28:40.100]   Right?
[01:28:40.100 --> 01:28:41.100]   What do you think He meant?
[01:28:41.100 --> 01:28:42.100]   Why did He say it is good?
[01:28:42.100 --> 01:28:46.100]   What is the reasoning behind that?
[01:28:46.100 --> 01:28:51.100]   What is unique about creation of humanity compared to the rest of creation?
[01:28:51.100 --> 01:28:55.100]   In what ways are humans like animals and in what ways are they different as it is described
[01:28:55.100 --> 01:28:56.100]   in this chapter?
[01:28:56.100 --> 01:28:59.100]   So don't, you know, don't make up stuff.
[01:28:59.100 --> 01:29:00.100]   Right?
[01:29:00.100 --> 01:29:03.100]   What do you notice in the way that they're described?
[01:29:03.100 --> 01:29:07.100]   In animals described or human beings described that is distinct?
[01:29:07.100 --> 01:29:10.100]   And what are some things that it says that is similar?
[01:29:10.100 --> 01:29:11.100]   Okay?
[01:29:11.100 --> 01:29:17.100]   How does the text describe God's act of resting on the seventh day?
[01:29:17.100 --> 01:29:20.100]   What is emphasized about the seventh day compared to the others?
[01:29:20.100 --> 01:29:25.100]   Is the seventh day like the other six days?
[01:29:25.100 --> 01:29:26.100]   Right?
[01:29:26.100 --> 01:29:28.100]   That's one of the questions I have.
[01:29:28.100 --> 01:29:30.100]   Look at the word day and how it is used.
[01:29:30.100 --> 01:29:31.100]   Right?
[01:29:31.100 --> 01:29:35.100]   And what does the creation account teach us about God's nature?
[01:29:35.100 --> 01:29:46.100]   So I know it's a lot, but again, the other chapters aren't going to be as dense as the first three chapters are going to be dense, especially the chapter one is going to be dense.
[01:29:46.100 --> 01:29:53.100]   So if you get a good grasp of chapter one, you will benefit for a long time.
[01:29:53.100 --> 01:29:59.100]   If you don't do your due diligence in chapter one, you're going to keep coming back and asking the same question over and over.
[01:29:59.100 --> 01:30:00.100]   Okay?
[01:30:00.100 --> 01:30:03.100]   So even if you don't get the answer, at least know what the questions are.
[01:30:03.100 --> 01:30:04.100]   Right?
[01:30:04.100 --> 01:30:07.100]   What are the theologians debating about and for what?
[01:30:07.100 --> 01:30:08.100]   Okay?
[01:30:08.100 --> 01:30:09.100]   All right.
[01:30:09.100 --> 01:30:11.100]   So this is homework for next week.
[01:30:11.100 --> 01:30:19.100]   So every week isn't going to be this detailed, but again, chapter one, two, and then three, there's going to be a little bit more homework.
[01:30:19.100 --> 01:30:20.100]   Okay?
[01:30:20.100 --> 01:30:21.100]   All right.
[01:30:21.100 --> 01:30:23.100]   So that's all I have for today.
[01:30:23.100 --> 01:30:30.100]   And for the rest of the time, how does a biblical understanding of creation affect the way we view God, ourselves, and the world?
[01:30:30.100 --> 01:30:34.100]   Why is this study of Genesis?
[01:30:34.100 --> 01:30:37.100]   Again, we believe we should take this literally.
[01:30:37.100 --> 01:30:43.100]   It's not allegorical that this is a literal creation account that we are to take.
[01:30:43.100 --> 01:30:45.100]   And so how does it affect us?
[01:30:45.100 --> 01:30:50.100]   How does knowing where you came from help you to understand who you are and where you are headed?
[01:30:50.100 --> 01:30:52.100]   So hopefully that makes sense.
[01:30:52.100 --> 01:30:57.100]   And then the next three is what are you hoping to get most out of the study of Genesis?
[01:30:57.100 --> 01:31:03.100]   And hopefully if you are on a table that you don't know each other that well, take some time to get to know each other.
[01:31:03.100 --> 01:31:07.100]   Share your testimonies and take the rest of the time to pray.
